,"2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
,"Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths"
,"Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria","Malaria"
"Country","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years"
"Lesotho","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Liberia","0","1230","1230","0","1241","1241","0","1211","1211","0","1251","1251","0","1306","1306","0","1474","1474","0","1697","1697","0","1933","1933","0","2136","2136","0","2254","2254","0","2295","2295","0","2338","2338","0","2417","2417","0","2540","2540","0","2662","2662","0","2739","2739","0","2745","2745","0","2696","2696"
"Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","0","2398","2398","0","1560","1560","0","3273","3273","0","1120","1120","0","1768","1768","0","1802","1802","0","653","653","0","754","754","0","741","741","0","340","340","0","317","317","0","519","519","0","512","512","0","686","686","0","1095","1095","0","769","769","0","1027","1027","0","785","785"
"Malawi","0","3007","3007","0","3224","3224","0","3544","3544","0","4007","4007","0","4539","4539","0","5302","5302","0","5670","5670","0","6192","6192","0","7062","7062","0","7388","7388","0","7942","7942","0","8904","8904","0","10336","10336","0","13020","13020","0","16338","16338","0","19707","19707","0","22485","22485","0","24396","24396"
"Malaysia","0","2","2","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","0","2","2","0","2","2","0","5","5","0","4","4","0","3","3","0","4","4","0","7","7","0","7","7","0","4","4","0","8","8","0","10","10","0","7","7"
"Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mali","0","11458","11458","0","13035","13035","0","15240","15240","0","17339","17339","0","18905","18905","0","18963","18963","0","18598","18598","0","16938","16938","0","16518","16518","0","16517","16517","0","17795","17795","0","18582","18582","0","19810","19810","0","20571","20571","0","20714","20714","0","20898","20898","0","20288","20288","0","19710","19710"
"Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauritania","0","500","500","0","505","505","0","511","511","0","507","507","0","474","474","0","475","475","0","475","475","0","474","474","0","471","471","0","468","468","0","471","471","0","477","477","0","484","484","0","482","482","0","472","472","0","456","456","0","436","436","0","414","414"
"Mauritius","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mexico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Micronesia (Federated States of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Monaco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Montenegro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morocco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mozambique","0","10131","10131","0","10817","10817","0","11659","11659","0","12602","12602","0","13252","13252","0","13378","13378","0","13627","13627","0","13801","13801","0","14193","14193","0","15055","15055","0","16791","16791","0","19263","19263","0","22349","22349","0","25769","25769","0","28963","28963","0","31607","31607","0","33603","33603","0","34865","34865"
"Myanmar","0","49","49","0","102","102","0","177","177","0","217","217","0","332","332","0","1041","1041","0","651","651","0","1112","1112","0","824","824","0","890","890","0","684","684","0","526","526","0","782","782","0","775","775","0","768","768","0","760","760","0","752","752","0","743","743"
"Namibia","0","68","68","0","27","27","0","12","12","0","16","16","0","4","4","0","3","3","0","2","2","0","1","1","0","3","3","0","7","7","0","21","21","0","67","67","0","69","69","0","136","136","0","80","80","0","81","81","0","125","125","0","92","92"
"Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nepal","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","2","2","0","6","6","0","4","4","0","6","6","0","9","9","0","7","7","0","6","6","0","5","5","0","11","11","0","15","15","0","6","6","0","6","6"
"Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicaragua","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","3","3"
"Niger","0","15373","15373","0","16510","16510","0","17118","17118","0","18436","18436","0","19651","19651","0","20568","20568","0","20842","20842","0","20387","20387","0","18874","18874","0","17709","17709","0","17567","17567","0","16707","16707","0","16943","16943","0","17313","17313","0","17381","17381","0","17134","17134","0","16578","16578","0","15856","15856"
"Nigeria","0","70336","70336","0","79364","79364","0","87748","87748","0","97393","97393","0","106297","106297","0","115383","115383","0","126888","126888","0","137344","137344","0","147298","147298","0","161712","161712","0","178658","178658","0","189615","189615","0","192466","192466","0","194026","194026","0","192682","192682","0","193678","193678","0","190897","190897","0","188737","188737"
"Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oman","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pakistan","0","183","183","0","231","231","0","177","177","0","224","224","0","239","239","0","395","395","0","421","421","0","374","374","0","229","229","0","154","154","0","200","200","0","201","201","0","211","211","0","146","146","0","228","228","0","230","230","0","264","264","0","230","230"
"Palau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Papua New Guinea","0","1517","1517","0","1575","1575","0","974","974","0","2113","2113","0","2415","2415","0","1594","1594","0","1091","1091","0","1310","1310","0","2274","2274","0","1444","1444","0","1576","1576","0","1872","1872","0","1744","1744","0","2465","2465","0","1755","1755","0","1584","1584","0","1996","1996","0","2058","2058"
"Paraguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Peru","0","2","2","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","2","2","0","2","2","0","5","5","0","4","4"
"Philippines","0","7","7","0","8","8","0","13","13","0","6","6","0","8","8","0","8","8","0","10","10","0","25","25","0","26","26","0","32","32","0","50","50","0","54","54","0","70","70","0","100","100","0","92","92","0","71","71","0","66","66","0","70","70"
"Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Moldova","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"North Macedonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Romania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russian Federation","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rwanda","0","617","617","0","652","652","0","691","691","0","736","736","0","796","796","0","864","864","0","933","933","0","1026","1026","0","1064","1064","0","1178","1178","0","1310","1310","0","1483","1483","0","1722","1722","0","2048","2048","0","2434","2434","0","2738","2738","0","3128","3128","0","3234","3234"
"Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Vincent and the Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"San Marino","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","2","2","0","6","6","0","4","4","0","8","8","0","5","5","0","1","1","0","9","9","0","51","51","0","93","93","0","92","92","0","93","93","0","88","88","0","90","90"
"Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Senegal","0","1071","1071","0","1118","1118","0","1162","1162","0","1196","1196","0","1177","1177","0","1271","1271","0","1374","1374","0","1470","1470","0","1569","1569","0","1664","1664","0","1760","1760","0","1870","1870","0","2009","2009","0","2218","2218","0","2514","2514","0","2877","2877","0","3230","3230","0","3405","3405"
"Serbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","0","6363","6363","0","6563","6563","0","6949","6949","0","7627","7627","0","8846","8846","0","10627","10627","0","12597","12597","0","13980","13980","0","15290","15290","0","15866","15866","0","15696","15696","0","15135","15135","0","14508","14508","0","13775","13775","0","12972","12972","0","12144","12144","0","11259","11259","0","10419","10419"
"Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Islands","0","22","22","0","19","19","0","7","7","0","4","4","0","9","9","0","7","7","0","8","8","0","12","12","0","8","8","0","9","9","0","14","14","0","29","29","0","31","31","0","36","36","0","26","26","0","34","34","0","35","35","0","29","29"
"Somalia","0","415","415","0","405","405","0","394","394","0","319","319","0","264","264","0","218","218","0","211","211","0","259","259","0","349","349","0","646","646","0","1201","1201","0","1509","1509","0","1769","1769","0","1417","1417","0","1387","1387","0","1425","1425","0","1371","1371","0","1316","1316"
"South Africa","0","62","62","0","7","7","0","24","24","0","39","39","0","23","23","0","16","16","0","12","12","0","18","18","0","10","10","0","9","9","0","8","8","0","19","19","0","14","14","0","19","19","0","32","32","0","21","21","0","18","18","0","98","98"
"South Sudan","0","2778","2778","0","2621","2621","0","2460","2460","0","2304","2304","0","2150","2150","0","2175","2175","0","2402","2402","0","2652","2652","0","2967","2967","0","3312","3312","0","3544","3544","0","3863","3863","0","4201","4201","0","4666","4666","0","5035","5035","0","5408","5408","0","5765","5765","0","5940","5940"
"Spain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","11","11","0","17","17"
"Sudan","0","1085","1085","0","1085","1085","0","1078","1078","0","1059","1059","0","1010","1010","0","927","927","0","885","885","0","954","954","0","995","995","0","1076","1076","0","1221","1221","0","1373","1373","0","1983","1983","0","1912","1912","0","1883","1883","0","1987","1987","0","2063","2063","0","2138","2138"
"Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","4","4","0","3","3","0","6","6","0","6","6"
"Sweden","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Syrian Arab Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tajikistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thailand","0","2","2","0","6","6","0","7","7","0","8","8","0","10","10","0","8","8","0","9","9","0","17","17","0","15","15","0","22","22","0","21","21","0","25","25","0","36","36","0","52","52","0","46","46","0","82","82","0","97","97","0","145","145"
"Timor-Leste","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","19","19","0","73","73","0","73","73","0","114","114","0","86","86","0","97","97","0","89","89","0","149","149","0","25","25","0","49","49","0","63","63","0","62","62"
"Togo","0","4335","4335","0","4400","4400","0","4311","4311","0","4001","4001","0","3781","3781","0","3792","3792","0","3952","3952","0","4225","4225","0","4618","4618","0","5049","5049","0","5467","5467","0","5761","5761","0","5847","5847","0","5776","5776","0","5638","5638","0","5526","5526","0","5513","5513","0","5591","5591"
"Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tunisia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Turkey","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Turkmenistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tuvalu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uganda","0","8949","8949","0","8834","8834","0","8713","8713","0","9074","9074","0","9487","9487","0","11212","11212","0","13939","13939","0","17253","17253","0","20892","20892","0","24406","24406","0","26981","26981","0","29400","29400","0","31844","31844","0","33154","33154","0","33765","33765","0","36515","36515","0","39101","39101","0","41884","41884"
"Ukraine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Kingdom of Great Britain and Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"United Republic of Tanzania","0","7201","7201","0","7339","7339","0","7466","7466","0","7568","7568","0","7648","7648","0","7192","7192","0","7597","7597","0","8136","8136","0","8677","8677","0","9316","9316","0","10274","10274","0","11678","11678","0","13303","13303","0","15188","15188","0","17162","17162","0","18539","18539","0","20589","20589","0","21997","21997"
"United States of America","0","1","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","2","2","0","0","0","0","2","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uzbekistan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","3","0","4","4","0","6","6","0","7","7","0","13","13","0","13","13","0","10","10","0","12","12","0","20","20","0","32","32","0","23","23","0","8","8","0","13","13"
"Venezuela (Bolivarian Republic of)","0","107","107","0","65","65","0","37","37","0","27","27","0","25","25","0","14","14","0","11","11","0","11","11","0","8","8","0","6","6","0","9","9","0","8","8","0","8","8","0","7","7","0","6","6","0","4","4","0","3","3","0","6","6"
"Viet Nam","0","2","2","0","1","1","0","3","3","0","6","6","0","7","7","0","9","9","0","8","8","0","10","10","0","10","10","0","8","8","0","12","12","0","21","21","0","18","18","0","27","27","0","46","46","0","64","64","0","90","90","0","99","99"
"Yemen","0","537","537","0","465","465","0","786","786","0","938","938","0","506","506","0","637","637","0","585","585","0","922","922","0","509","509","0","372","372","0","641","641","0","441","441","0","353","353","0","338","338","0","440","440","0","503","503","0","443","443","0","390","390"
"Zambia","0","3071","3071","0","3175","3175","0","3243","3243","0","3296","3296","0","3011","3011","0","2955","2955","0","2893","2894","0","2860","2860","0","2899","2899","0","3038","3038","0","3327","3327","0","3803","3803","0","4501","4501","0","5348","5348","0","6126","6126","0","6768","6768","0","7147","7147","0","7187","7187"
"Zimbabwe","0","1184","1184","0","601","601","0","1000","1000","0","1024","1024","0","751","751","0","464","464","0","598","598","0","1061","1061","0","813","813","0","624","624","0","2037","2037","0","1060","1060","0","1046","1046","0","1032","1032","0","1021","1021","0","1010","1010","0","999","999","0","987","987"
