,"2017","2017","2017","2016","2016","2016","2015","2015","2015","2014","2014","2014","2013","2013","2013","2012","2012","2012","2011","2011","2011","2010","2010","2010","2009","2009","2009","2008","2008","2008","2007","2007","2007","2006","2006","2006","2005","2005","2005","2004","2004","2004","2003","2003","2003","2002","2002","2002","2001","2001","2001","2000","2000","2000"
,"Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths","Number of deaths"
,"HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS","HIV/AIDS"
"Country","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years","0-27 days","1-59 months","0-4 years"
"Lao People's Democratic Republic","0","42","42","0","49","49","1","52","53","1","50","51","1","51","52","1","53","54","1","52","53","1","54","55","1","57","58","1","56","57","1","52","53","1","52","53","0","49","49","0","45","45","0","37","37","0","29","29","0","22","22","0","15","15"
"Latvia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"Lebanon","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2"
"Lesotho","6","613","619","7","668","675","8","828","836","8","772","780","7","742","749","8","758","766","8","750","758","8","743","750","13","1246","1259","16","1562","1578","17","1645","1662","18","1813","1831","19","1893","1912","20","1939","1959","20","1967","1987","20","1955","1975","19","1906","1925","18","1809","1827"
"Liberia","2","167","169","2","186","188","2","209","211","2","226","228","2","217","219","3","248","251","3","299","302","3","338","341","4","380","384","4","428","432","5","478","483","5","513","518","6","553","559","6","600","606","7","646","653","7","694","701","7","731","738","8","760","768"
"Libya","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lithuania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luxembourg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","2","149","150","1","137","138","1","123","124","1","112","113","1","103","104","1","97","98","1","96","97","1","100","101","1","99","100","1","100","101","1","100","101","1","102","103","1","104","105","1","103","104","1","101","102","1","97","98","1","90","91","1","81","82"
"Malawi","18","1818","1836","21","2078","2099","23","2302","2325","26","2595","2621","30","2992","3022","36","3562","3598","50","4966","5016","55","5468","5523","59","5822","5881","65","6432","6497","76","7509","7585","79","7852","7931","83","8264","8347","87","8621","8708","90","8929","9019","93","9167","9260","94","9325","9419","95","9356","9450"
"Malaysia","0","2","2","0","2","2","0","4","4","0","10","10","0","16","16","0","20","20","0","18","18","0","15","15","0","19","19","0","23","23","0","29","29","0","31","31","0","33","33","0","34","34","0","35","35","0","39","39","0","49","49","1","53","54"
"Maldives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mali","8","760","768","8","785","793","9","900","909","8","829","837","8","779","787","8","751","759","8","802","810","9","867","876","10","961","971","10","1017","1027","10","1016","1026","11","1077","1088","11","1079","1090","11","1066","1077","11","1053","1064","10","1035","1045","10","1012","1022","10","983","993"
"Malta","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauritania","0","36","36","0","31","31","0","38","38","1","53","54","1","66","67","1","65","66","1","67","68","1","70","71","1","72","73","1","73","74","1","77","78","1","79","80","1","81","82","1","80","81","1","78","79","1","75","76","1","71","72","1","66","67"
"Mauritius","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mexico","1","36","37","1","47","47","0","48","48","1","38","39","1","57","58","3","54","57","3","74","77","2","64","67","3","93","97","1","95","96","5","97","102","0","103","103","0","87","87","3","128","131","1","132","133","1","100","101","1","86","87","4","89","93"
"Micronesia (Federated States of)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Monaco","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mongolia","0","1","1","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Montenegro","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Morocco","0","8","8","0","8","8","0","9","9","0","8","8","0","9","9","0","11","11","0","15","15","0","17","17","0","22","22","0","27","27","0","29","29","0","29","29","0","31","31","0","33","33","0","33","33","0","31","31","0","30","30","0","28","28"
"Mozambique","69","6794","6863","70","6921","6991","79","7862","7941","96","9524","9620","105","10346","10451","119","11789","11908","134","13233","13367","145","14371","14516","144","14242","14386","154","15272","15426","164","16210","16374","171","16948","17119","168","16629","16797","161","15958","16119","152","15095","15247","142","14028","14170","129","12783","12912","115","11431","11546"
"Myanmar","2","186","188","2","170","172","2","208","210","2","226","228","3","314","317","4","384","388","4","445","449","5","483","488","6","565","571","6","635","641","7","701","708","7","717","724","7","695","702","7","659","666","6","606","612","5","538","543","5","462","467","4","387","391"
"Namibia","2","235","237","2","219","221","3","273","276","3","326","329","4","350","354","4","388","392","3","346","349","4","382","386","5","499","504","6","545","550","8","746","754","10","1026","1036","13","1282","1295","15","1495","1510","16","1538","1554","16","1538","1554","15","1509","1524","15","1444","1459"
"Nauru","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nepal","0","21","21","0","28","28","0","33","33","0","40","40","0","46","46","1","58","59","1","72","73","1","82","83","1","102","103","1","115","116","1","123","124","1","127","128","1","128","129","1","125","126","1","117","118","1","105","106","1","92","93","1","75","76"
"Netherlands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"New Zealand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nicaragua","0","0","0","0","0","0","0","2","2","0","2","2","0","1","1","0","8","8","0","11","11","0","16","16","0","20","20","0","26","26","0","30","30","0","34","34","0","36","36","0","38","38","0","38","38","0","38","38","0","36","36","0","33","33"
"Niger","2","207","209","2","217","219","2","247","249","2","186","188","2","182","184","2","202","204","2","209","211","2","240","242","3","341","344","4","368","372","4","400","404","4","418","422","4","428","432","4","432","436","4","434","438","4","426","430","4","409","413","4","387","391"
"Nigeria","185","18326","18511","170","16833","17003","163","16124","16287","167","16532","16699","182","17995","18177","206","20431","20637","217","21514","21731","220","21798","22018","223","22029","22252","228","22543","22771","236","23344","23580","242","23911","24153","247","24418","24665","245","24226","24471","242","23994","24236","238","23541","23779","230","22811","23041","219","21711","21930"
"Niue","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norway","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0"
"Oman","0","2","2","0","3","3","0","2","2","0","2","2","0","1","1","0","2","2","0","2","2","0","2","2","0","4","4","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6","0","5","5","0","4","4","0","4","4","0","5","5"
"Pakistan","5","477","482","5","454","459","4","424","428","4","392","396","4","357","361","3","320","323","3","270","273","2","226","228","2","181","183","1","136","137","1","91","92","1","51","52","0","25","25","0","8","8","0","4","4","0","4","4","0","3","3","0","2","2"
"Palau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Panama","0","3","3","0","4","4","0","3","3","0","3","3","0","5","5","0","2","2","0","1","1","2","5","7","0","4","4","0","4","4","2","10","12","0","7","7","2","8","10","0","15","15","2","8","10","2","10","12","0","8","8","0","13","13"
"Papua New Guinea","2","211","213","2","213","215","2","204","206","2","206","208","2","221","223","2","231","233","2","235","237","2","238","240","2","238","240","3","262","265","3","272","275","3","271","274","3","267","270","3","257","260","2","243","245","2","224","226","2","199","201","2","171","173"
"Paraguay","0","33","33","0","30","30","0","26","26","0","19","19","0","15","15","0","18","18","0","24","24","0","26","26","0","26","26","0","24","24","0","26","26","0","33","33","0","44","44","0","41","41","0","39","39","0","35","35","0","33","33","0","30","30"
"Peru","0","19","19","0","23","23","0","34","34","0","44","44","1","57","58","1","65","66","1","74","75","1","90","91","1","109","110","1","136","137","2","156","158","2","183","185","2","199","201","2","205","207","2","219","221","2","242","244","3","261","264","3","272","275"
"Philippines","0","41","41","0","35","35","0","31","31","0","26","26","0","34","35","0","31","31","0","28","28","0","25","26","0","24","24","0","22","22","0","20","20","0","17","17","0","14","14","0","12","12","0","9","9","0","8","8","0","6","6","0","6","6"
"Poland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","2","2","0","3","3","0","1","1","0","1","1","0","0","0"
"Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","1","1","0","0","0","0","0","0","0","2","2","0","4","4","0","2","2"
"Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Republic of Korea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"Republic of Moldova","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"North Macedonia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Romania","0","0","1","0","0","0","1","0","1","0","1","1","0","0","0","0","1","1","0","3","3","0","2","2","0","3","3","0","0","0","1","3","4","0","1","1","0","2","2","0","2","2","0","4","4","0","4","4","0","2","2","0","6","6"
"Russian Federation","3","341","344","3","257","260","2","191","193","2","173","175","2","161","163","1","140","141","1","119","120","1","110","111","1","111","112","1","110","111","1","128","129","1","135","136","2","154","156","2","187","189","2","225","227","2","173","175","1","129","130","1","92","93"
"Rwanda","2","198","200","2","185","187","2","187","189","2","221","223","3","267","270","3","307","310","4","357","361","6","626","632","8","768","776","9","936","945","11","1121","1132","13","1291","1304","15","1512","1527","18","1772","1790","20","2019","2039","21","2098","2119","22","2162","2184","22","2204","2226"
"Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1"
"Saint Vincent and the Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","2","2","0","2","2"
"Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"San Marino","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sao Tome and Principe","0","0","0","0","1","1","0","1","1","0","1","1","0","1","1","0","3","3","0","3","3","0","3","3","0","5","5","0","5","5","0","7","7","0","7","7","0","9","9","0","9","9","0","9","9","0","8","8","0","8","8","0","8","8"
"Saudi Arabia","0","21","21","0","20","20","0","20","20","0","21","21","0","20","20","0","20","20","0","18","18","0","16","16","0","20","20","0","19","19","0","17","17","0","15","15","0","14","14","0","12","12","0","10","10","0","10","10","0","9","9","0","8","8"
"Senegal","2","237","239","2","240","242","3","287","290","3","338","341","3","345","348","4","381","385","4","395","399","4","413","417","4","415","419","5","447","452","5","491","496","5","510","515","5","518","523","5","506","511","5","488","493","5","463","468","4","434","438","4","399","403"
"Serbia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5"
"Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sierra Leone","3","320","323","4","421","425","5","468","473","5","500","505","5","514","519","5","526","531","6","625","631","7","660","667","7","645","652","6","603","609","6","597","603","6","549","555","5","515","520","5","462","467","4","406","410","4","348","352","3","297","300","3","248","251"
"Singapore","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovakia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Slovenia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Somalia","1","115","116","1","123","124","1","133","134","1","145","146","2","152","154","2","164","166","2","181","183","2","198","200","2","213","215","2","227","229","2","239","241","3","248","251","3","254","257","3","254","257","3","252","255","2","247","249","2","235","237","2","217","219"
"South Africa","45","5055","5100","46","5442","5488","17","6177","6193","32","5964","5996","97","7149","7246","140","9553","9693","102","12524","12627","29","19814","19843","22","21721","21742","15","28339","28354","7","33458","33465","26","39038","39064","17","40786","40803","17","40724","40741","18","39776","39794","18","37761","37779","18","34744","34762","19","31318","31336"
"South Sudan","11","1100","1111","13","1239","1252","13","1256","1269","14","1390","1404","14","1400","1414","15","1450","1465","15","1496","1511","15","1519","1534","15","1534","1549","15","1499","1514","15","1447","1462","14","1384","1398","13","1310","1323","12","1227","1239","11","1137","1148","10","1038","1048","9","929","938","8","810","818"
"Spain","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","4","4","0","1","1","0","1","1","0","3","3","0","8","8","1","1","2"
"Sri Lanka","0","2","2","0","2","2","0","2","2","0","4","4","0","4","4","0","4","4","0","4","4","0","4","4","0","5","5","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6","0","6","6"
"Sudan","3","293","296","3","295","298","3","285","288","3","295","298","3","289","292","3","276","279","2","246","248","2","233","235","3","257","260","3","258","261","3","249","252","2","238","240","2","224","226","2","206","208","2","187","189","2","167","169","1","148","149","1","131","132"
"Suriname","0","3","3","0","3","3","0","3","3","0","0","0","0","0","0","0","9","9","0","0","0","0","5","5","0","6","6","0","13","13","0","9","9","0","7","7","0","7","7","2","8","10","0","11","11","0","18","18","1","19","20","0","5","5"
"Sweden","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Syrian Arab Republic","0","9","9","0","10","10","0","11","11","0","14","14","0","17","17","0","20","20","0","23","23","0","27","27","0","30","30","0","33","33","0","35","35","0","37","37","0","39","39","0","41","41","0","43","43","0","43","43","0","41","41","0","39","39"
"Tajikistan","0","8","8","0","6","6","0","6","6","0","11","11","0","21","21","0","23","23","0","25","25","0","27","27","0","28","28","0","27","27","0","25","25","0","21","21","0","17","17","0","14","14","0","11","11","0","8","8","0","6","6","0","4","4"
"Thailand","1","53","54","1","76","77","1","84","85","1","94","95","1","108","109","1","102","103","1","85","86","1","137","138","2","182","184","3","300","303","5","463","468","6","555","561","7","735","742","10","1011","1021","13","1313","1326","16","1598","1614","19","1849","1868","20","2023","2043"
"Timor-Leste","0","6","6","0","2","2","0","4","4","0","3","3","0","4","4","0","4","4","0","3","3","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2"
"Togo","5","537","542","5","535","540","6","617","623","7","730","737","9","842","850","9","925","934","10","1030","1040","12","1203","1215","13","1300","1313","14","1382","1396","14","1414","1428","14","1417","1431","15","1466","1481","15","1466","1481","14","1435","1449","14","1377","1391","13","1297","1310","12","1199","1211"
"Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trinidad and Tobago","0","6","6","0","6","7","1","6","7","1","7","7","1","7","7","1","10","10","0","9","9","0","3","3","2","2","4","0","8","8","0","19","19","0","15","15","0","13","13","0","23","23","1","10","11","3","41","45","0","26","26","0","19","19"
"Tunisia","0","6","6","0","6","6","0","4","4","0","6","6","0","4","4","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Turkey","0","2","2","0","2","2","0","1","1","0","1","1","0","0","0","0","3","3","0","3","3","0","9","9","0","3","3","0","4","4","0","8","8","0","6","6","0","6","6","0","5","5","0","4","4","0","4","4","0","4","4","0","2","2"
"Turkmenistan","1","54","55","1","50","51","0","49","49","0","45","45","0","41","41","0","38","38","0","34","34","0","30","30","0","27","27","0","25","25","0","23","23","0","21","21","0","19","19","0","17","17","0","15","15","0","13","13","0","11","11","0","8","8"
"Tuvalu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Uganda","25","2508","2533","26","2605","2631","35","3500","3535","39","3901","3940","39","3900","3939","50","4907","4957","73","7210","7283","83","8185","8268","92","9083","9175","95","9385","9480","99","9788","9887","100","9935","10035","100","9944","10044","101","10012","10113","103","10156","10259","104","10291","10395","106","10461","10567","108","10649","10757"
"Ukraine","2","150","152","1","139","140","1","121","122","1","109","110","1","107","108","1","101","102","1","104","105","1","108","109","1","134","135","2","246","248","3","337","340","3","328","331","4","357","361","4","366","370","4","370","374","4","374","378","4","370","374","4","347","351"
"United Arab Emirates","0","2","2","0","2","2","0","2","2","0","2","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","1","1","0","2","2","0","2","2","0","2","2","0","1","1","0","0","0","0","2","2"
"United Kingdom of Great Britain and Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","3","0","1","1","0","1","1","0","1","1","0","1","1","0","3","3","0","3","3","0","6","6","0","3","3"
"United Republic of Tanzania","39","3854","3893","43","4277","4320","47","4658","4705","61","6008","6069","61","6005","6066","64","6332","6396","76","7495","7571","96","9485","9581","109","10772","10881","115","11383","11498","127","12586","12713","138","13678","13816","144","14269","14413","154","15264","15418","160","15840","16000","164","16250","16414","166","16429","16595","166","16407","16573"
"United States of America","0","2","2","0","0","0","0","5","5","0","2","2","0","0","0","0","3","3","1","4","5","0","4","4","0","3","3","0","3","3","0","14","14","0","10","10","0","7","7","0","11","11","0","12","12","4","13","17","1","36","37","1","41","42"
"Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","2","0","2","2","0","2","2","0","3","3","0","2","2","0","7","7","1","3","4"
"Uzbekistan","0","31","31","0","19","19","0","16","16","0","12","12","0","12","12","0","13","13","0","16","16","0","24","24","0","39","39","1","58","59","1","74","75","1","81","82","1","81","82","1","77","78","1","73","74","1","69","70","1","64","65","1","57","58"
"Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Venezuela (Bolivarian Republic of)","8","49","57","7","42","49","6","36","42","5","32","37","4","32","36","6","29","35","3","25","28","2","31","33","4","33","37","0","25","25","1","28","29","3","35","38","2","27","29","1","25","26","2","34","36","1","34","35","3","20","24","0","28","28"
"Viet Nam","1","120","121","1","127","128","1","110","111","1","130","131","1","143","144","1","146","147","2","159","161","2","184","186","3","257","260","4","347","351","4","413","417","4","417","421","4","402","406","4","369","373","3","324","327","3","276","279","2","227","229","2","178","180"
"Yemen","0","45","45","0","39","39","0","35","35","0","45","45","0","41","41","0","35","35","0","35","35","0","35","35","0","37","37","0","35","35","0","33","33","0","30","30","0","28","28","0","26","26","0","24","24","0","22","22","0","20","20","0","18","18"
"Zambia","25","2476","2501","26","2618","2644","27","2644","2671","29","2917","2946","33","3246","3279","32","3158","3190","34","3356","3390","38","3785","3823","53","5206","5259","65","6418","6483","73","7222","7295","78","7693","7771","88","8731","8819","98","9696","9794","104","10280","10384","106","10522","10628","108","10691","10799","109","10757","10866"
"Zimbabwe","13","1253","1266","14","1412","1426","17","1655","1672","17","1688","1705","22","2177","2199","31","3081","3112","43","4254","4297","53","5244","5297","64","6323","6387","77","7604","7681","89","8842","8931","100","9938","10038","107","10582","10689","117","11588","11705","128","12636","12764","140","13824","13964","150","14804","14954","157","15584","15741"
